CreditDuration;CreditAmount;InstallmentRate;Age;NumberOfCredits;CreditHistory;EmploymentDuration;Housing;Purpose;Savings;Group;Gender;CreditRisk (y);y_hat
36;9566;2;31;2;A34;A73;A152;A43;A61;0;1;1;0,811399579
9;1980;2;19;2;A32;A72;A151;A42;A61;1;1;0;
15;2687;2;26;1;A32;A74;A151;A49;A61;1;0;1;0,821779311
6;428;2;49;1;A32;A75;A152;A42;A61;1;1;1;0,974983633
18;1795;3;48;2;A34;A75;A151;A43;A61;1;1;1;
54;15945;3;58;1;A30;A72;A151;A49;A61;0;0;0;
60;15653;2;21;2;A33;A74;A152;A43;A61;0;0;1;0,81282717
10;2132;2;27;2;A34;A72;A151;A42;A65;1;1;1;0,963466287
18;1928;2;31;2;A34;A72;A152;A42;A61;1;0;0;0,795483112
7;2329;1;45;1;A32;A72;A152;A43;A61;1;1;1;0,980594456
24;3757;4;62;1;A32;A75;A153;A40;A61;1;1;1;
6;14555;1;23;1;A32;A71;A152;A40;A65;0;0;0;
24;4057;3;43;1;A32;A74;A152;A42;A61;1;0;0;
21;2606;4;28;1;A32;A72;A151;A43;A61;1;1;1;
12;1402;3;37;1;A34;A74;A151;A42;A63;1;1;1;
12;674;4;20;1;A32;A74;A152;A43;A62;1;0;0;
45;1845;4;23;1;A32;A73;A153;A43;A61;1;0;0;
30;2503;4;41;2;A33;A75;A152;A49;A62;1;0;1;
36;1842;4;34;1;A32;A72;A152;A40;A61;1;1;0;
18;1056;3;30;2;A34;A75;A152;A40;A61;1;0;0;
40;5998;4;27;1;A34;A73;A152;A46;A61;0;0;0;
24;5804;4;27;2;A34;A73;A152;A41;A64;0;0;1;
12;717;4;52;3;A34;A75;A152;A43;A61;1;0;1;
15;3556;3;29;1;A32;A73;A152;A40;A65;1;0;1;
12;1526;4;66;2;A34;A75;A153;A41;A61;1;0;1;
24;7758;2;29;1;A34;A75;A151;A41;A64;0;1;1;0,820176661
14;3973;1;22;1;A32;A71;A153;A40;A61;1;0;1;
9;2136;3;25;1;A32;A73;A152;A42;A61;1;0;1;
30;3857;4;40;1;A32;A73;A152;A41;A61;1;0;1;
12;1412;4;29;2;A34;A73;A152;A49;A61;1;1;1;
12;1103;4;29;2;A32;A74;A152;A43;A61;1;0;1;
24;3878;4;37;1;A34;A72;A152;A40;A62;1;0;1;0,940552175
60;7297;4;36;1;A32;A75;A151;A49;A61;0;0;0;0,291330278
10;1364;2;64;1;A32;A73;A152;A40;A61;1;1;1;
36;1819;4;37;1;A32;A73;A153;A46;A61;1;0;0;0,173395038
36;2299;4;39;1;A32;A75;A152;A43;A63;1;0;1;
24;3617;4;20;2;A34;A75;A151;A42;A65;1;0;1;0,936815202
15;3029;2;33;1;A32;A74;A152;A41;A61;1;0;1;0,965745568
9;1154;2;37;3;A34;A75;A152;A43;A61;1;0;1;
12;2759;2;34;2;A30;A75;A152;A42;A61;1;0;1;0,888449073
12;902;4;21;1;A32;A74;A151;A48;A61;1;0;0;
24;4736;2;25;1;A34;A72;A152;A42;A61;1;1;0;
36;3913;2;23;1;A32;A73;A152;A43;A61;1;0;1;
6;1238;4;36;1;A32;A71;A152;A48;A65;1;0;1;0,978028238
24;11328;2;29;2;A32;A73;A152;A410;A61;0;0;0;0,171015754
24;5743;2;24;2;A34;A72;A153;A46;A61;0;1;1;
12;996;4;23;2;A34;A74;A152;A45;A65;1;1;1;
10;1240;1;48;1;A32;A75;A153;A40;A62;1;1;0;
12;1092;4;49;2;A32;A73;A152;A43;A61;1;1;1;
24;4151;2;35;2;A33;A73;A152;A42;A62;1;0;1;0,929846466
24;2603;2;28;1;A32;A73;A151;A41;A64;1;1;1;
12;2331;1;49;1;A34;A75;A152;A43;A65;1;0;1;0,966748893
10;2241;1;48;2;A34;A72;A151;A40;A61;1;0;1;
18;2124;4;24;2;A34;A73;A151;A42;A61;1;1;0;
18;3190;2;24;1;A32;A73;A152;A43;A61;1;1;0;0,79686594
15;1271;3;39;2;A34;A73;A153;A43;A65;1;0;0;
12;886;4;21;1;A32;A73;A152;A43;A65;1;1;1;
20;7057;3;36;2;A33;A74;A151;A41;A65;0;0;1;
18;1795;3;48;2;A34;A75;A151;A43;A61;1;1;1;0,937539637
21;571;4;65;2;A34;A75;A152;A40;A61;1;0;1;0,816118598
12;707;4;30;2;A32;A73;A152;A43;A61;1;0;1;0,906368554
12;1107;2;20;1;A32;A73;A151;A43;A61;1;0;1;0,367897451
18;2124;4;24;2;A34;A73;A151;A42;A61;1;1;0;
30;4221;2;28;2;A30;A73;A152;A49;A61;1;1;1;
12;1620;2;30;1;A32;A73;A152;A42;A61;1;1;1;
36;2671;4;50;1;A32;A73;A153;A43;A62;1;1;0;
12;3617;1;28;3;A34;A75;A151;A42;A61;1;0;1;
18;1028;4;36;2;A34;A73;A152;A40;A61;1;1;1;
6;609;4;37;2;A34;A74;A152;A40;A61;1;1;1;
24;1282;4;32;1;A32;A73;A152;A43;A62;1;1;0;
24;6313;3;41;1;A32;A75;A152;A41;A65;0;0;1;
6;3384;1;44;1;A34;A73;A151;A42;A61;1;0;0;0,943025172
24;1393;2;31;1;A32;A73;A152;A40;A61;1;0;1;
12;2149;4;29;1;A31;A73;A153;A43;A61;1;0;0;
36;9034;4;29;1;A32;A72;A151;A42;A62;0;0;0;
13;1409;2;64;1;A32;A71;A152;A43;A62;1;1;1;
36;8947;3;31;1;A33;A74;A152;A41;A65;0;0;1;0,950282812
6;1898;1;34;2;A34;A73;A152;A43;A65;1;0;1;
18;1245;4;33;1;A34;A73;A152;A43;A61;1;0;0;
24;4042;3;43;2;A34;A74;A152;A41;A65;1;0;1;
6;1050;4;35;2;A33;A71;A152;A42;A61;1;0;1;
36;3711;2;27;1;A32;A73;A152;A46;A65;1;0;1;0,840570867
12;3651;1;31;1;A32;A73;A152;A40;A64;1;0;1;0,949186325
21;2580;4;41;1;A33;A72;A152;A49;A63;1;0;0;
6;362;4;52;2;A34;A73;A152;A40;A62;1;1;1;0,974374473
12;1255;4;61;2;A34;A75;A152;A40;A61;1;0;1;
30;1867;4;58;1;A32;A75;A152;A43;A65;1;0;1;
30;3656;4;49;2;A34;A75;A152;A43;A65;1;0;1;
15;975;2;25;2;A34;A73;A152;A42;A61;1;0;1;
28;2743;4;29;2;A34;A75;A152;A43;A61;1;0;1;
21;3357;4;29;1;A32;A72;A152;A43;A64;1;1;1;
24;1533;4;38;1;A32;A72;A152;A43;A61;1;1;1;
15;2327;2;25;1;A32;A72;A152;A43;A61;1;1;0;
12;2930;2;27;1;A32;A74;A152;A43;A61;1;1;1;
12;2579;4;33;1;A32;A72;A152;A40;A61;1;0;0;
11;1577;4;20;1;A32;A72;A152;A42;A64;1;1;1;0,942459941
21;2993;3;28;2;A33;A73;A152;A41;A61;1;0;1;
18;6204;2;44;1;A33;A73;A152;A45;A61;0;0;1;
12;1331;2;22;1;A32;A72;A152;A43;A61;1;0;0;0,335771143
24;3878;4;37;1;A34;A72;A152;A40;A62;1;0;1;
12;2578;3;55;1;A32;A71;A153;A42;A61;1;1;1;
48;4308;3;24;1;A32;A72;A151;A49;A61;1;1;0;
24;4526;3;74;1;A34;A73;A152;A49;A61;1;0;1;
36;3804;4;42;1;A30;A73;A152;A43;A61;1;1;0;
12;1592;3;35;1;A34;A74;A152;A42;A64;1;1;1;0,963474035
30;2150;4;24;1;A32;A73;A152;A40;A61;1;1;0;
18;1301;4;32;1;A32;A75;A152;A43;A61;1;0;1;0,877650678
30;5771;4;25;2;A34;A74;A152;A43;A61;0;1;1;
12;1474;4;33;1;A32;A72;A152;A42;A61;1;1;1;
15;1316;2;47;2;A34;A73;A152;A43;A63;1;0;1;
9;1364;3;59;1;A32;A74;A152;A43;A61;1;0;1;
12;1108;4;28;2;A30;A74;A152;A45;A61;1;0;0;
24;1371;4;25;1;A32;A73;A151;A40;A65;1;1;0;
10;1275;4;23;1;A32;A72;A152;A42;A61;1;1;1;0,635281146
48;12749;4;37;1;A33;A74;A152;A43;A63;0;0;1;0,919935048
11;3939;1;40;2;A34;A73;A152;A40;A61;1;0;1;
9;918;4;30;1;A32;A73;A152;A42;A61;1;1;0;0,549945474
18;8471;1;23;2;A33;A73;A151;A46;A65;0;1;1;
12;1680;3;35;1;A32;A75;A152;A43;A63;1;0;1;
60;9157;2;27;1;A33;A73;A153;A43;A65;0;0;1;
36;10477;2;42;2;A34;A75;A153;A41;A65;0;0;1;
9;1501;2;34;2;A34;A75;A152;A46;A61;1;1;0;0,313892871
21;1602;4;30;2;A34;A75;A152;A40;A61;1;0;1;0,884766936
24;3123;4;27;1;A32;A72;A152;A40;A61;1;1;0;0,446652919
15;1979;4;35;1;A32;A75;A152;A43;A65;1;0;1;0,960864544
6;1237;1;27;2;A34;A73;A152;A43;A62;1;1;1;
36;1977;4;40;1;A32;A75;A152;A46;A65;1;0;0;0,500827372
12;2292;4;42;2;A34;A71;A152;A49;A61;1;0;0;
48;7685;2;37;1;A31;A74;A151;A49;A61;0;1;0;0,066480957
18;1042;4;33;1;A32;A73;A152;A40;A65;1;1;0;
48;6416;4;59;1;A31;A75;A151;A49;A61;0;1;0;0,076967932
18;2404;2;26;2;A34;A73;A152;A43;A61;1;1;1;
15;5045;1;59;1;A34;A75;A152;A40;A65;0;1;1;
30;4530;4;26;1;A34;A74;A151;A43;A61;1;1;1;
6;1957;1;31;1;A34;A74;A152;A43;A61;1;1;1;
36;7409;3;37;2;A32;A75;A152;A49;A65;0;0;1;
11;3905;2;36;2;A34;A73;A151;A40;A61;1;0;1;
24;3345;4;39;1;A32;A75;A151;A42;A61;1;0;0;
48;3844;4;34;1;A30;A74;A153;A49;A62;1;0;0;
6;6761;1;45;2;A34;A74;A152;A40;A61;0;0;1;0,948189318
9;2753;3;35;1;A32;A75;A152;A43;A62;1;0;1;
36;2337;4;36;1;A34;A75;A152;A43;A61;1;0;1;0,953721702
24;1552;3;32;1;A32;A74;A152;A43;A61;1;0;1;
18;2427;4;42;2;A33;A75;A152;A49;A65;1;0;1;
45;1845;4;23;1;A32;A73;A153;A43;A61;1;0;0;
54;15945;3;58;1;A30;A72;A151;A49;A61;0;0;0;
6;1050;4;35;2;A33;A71;A152;A42;A61;1;0;1;0,974481881
21;2241;4;50;2;A32;A75;A152;A42;A61;1;0;1;
18;3244;1;33;2;A30;A73;A152;A42;A61;1;1;1;
36;3990;3;29;1;A31;A72;A152;A44;A65;1;1;1;
48;6110;1;31;1;A34;A73;A153;A46;A61;0;0;1;
18;3872;2;67;1;A32;A71;A152;A45;A61;1;1;1;0,768849492
36;3446;4;42;1;A32;A75;A152;A42;A61;1;0;0;0,643613338
24;2284;4;28;1;A32;A74;A152;A43;A61;1;0;1;
18;1113;4;26;1;A32;A73;A152;A43;A61;1;1;1;0,729881167
6;4611;1;32;1;A32;A72;A152;A42;A61;1;1;0;
18;3104;3;31;1;A30;A74;A152;A49;A61;1;0;1;0,942345321
18;2389;4;27;1;A32;A72;A152;A43;A61;1;1;1;
24;1382;4;26;2;A34;A74;A152;A49;A62;1;0;1;
12;1258;2;22;2;A34;A72;A151;A42;A61;1;1;1;
48;12169;4;36;1;A31;A71;A153;A40;A65;0;0;1;
24;7814;3;38;1;A32;A74;A152;A41;A61;0;0;1;
15;1537;4;50;2;A34;A75;A152;A43;A65;1;0;1;
6;931;1;32;1;A31;A72;A152;A40;A62;1;1;0;
30;6742;2;36;2;A34;A74;A152;A43;A65;0;0;1;
48;6416;4;59;1;A31;A75;A151;A49;A61;0;1;0;
21;3599;1;26;1;A32;A74;A151;A42;A61;1;1;1;
12;2578;3;55;1;A32;A71;A153;A42;A61;1;1;1;0,867832243
18;1800;4;24;2;A34;A73;A152;A43;A61;1;0;1;
24;12579;4;44;1;A32;A75;A153;A41;A61;0;1;0;0,173550755
12;2577;2;42;1;A32;A73;A152;A42;A61;1;0;1;0,487212181
10;1240;1;48;1;A32;A75;A153;A40;A62;1;1;0;
39;11760;2;32;1;A33;A74;A151;A46;A62;0;0;1;
48;5096;2;30;1;A34;A73;A152;A42;A61;0;1;0;0,365901589
12;2141;3;35;1;A32;A74;A152;A43;A62;1;0;1;0,979545236
24;3161;4;31;1;A31;A73;A151;A49;A61;1;0;0;
12;1526;4;66;2;A34;A75;A153;A41;A61;1;0;1;
10;1231;3;32;2;A34;A75;A152;A40;A61;1;0;1;
24;4817;2;31;1;A32;A74;A152;A40;A61;1;0;0;
9;2301;2;22;1;A32;A72;A151;A42;A62;1;1;1;0,784474075
18;1505;4;32;1;A32;A73;A153;A43;A61;1;0;1;
4;3380;1;37;1;A34;A74;A152;A40;A61;1;1;1;
12;1330;4;26;1;A32;A72;A152;A40;A61;1;0;1;
36;12389;1;37;1;A32;A73;A153;A40;A65;0;0;0;0,456698298
20;2235;4;33;2;A34;A73;A151;A40;A61;1;0;0;
10;1309;4;27;1;A32;A73;A152;A40;A65;1;0;0;0,274828821
18;3850;3;27;2;A34;A74;A152;A41;A61;1;0;1;
18;2462;2;22;1;A32;A73;A152;A42;A61;1;0;0;
24;4057;3;43;1;A32;A74;A152;A42;A61;1;0;0;0,358445108
36;1819;4;37;1;A32;A73;A153;A46;A61;1;0;0;
36;2337;4;36;1;A34;A75;A152;A43;A61;1;0;1;
39;11760;2;32;1;A33;A74;A151;A46;A62;0;0;1;
10;2069;2;26;2;A34;A73;A152;A42;A65;1;0;1;
12;2859;4;38;1;A32;A71;A152;A40;A65;1;0;1;
27;2442;4;43;4;A34;A75;A152;A49;A61;1;0;1;
33;2764;2;26;2;A33;A73;A152;A49;A61;1;1;1;0,814865708
15;960;3;30;2;A33;A74;A152;A42;A64;1;1;1;
24;4712;4;37;2;A33;A73;A152;A49;A65;1;0;1;
6;1346;2;42;1;A32;A75;A153;A43;A62;1;0;1;0,916012704
18;2462;2;22;1;A32;A73;A152;A42;A61;1;0;0;0,395914435
48;3979;4;41;2;A32;A74;A152;A43;A65;1;0;1;
10;1225;2;37;1;A32;A73;A152;A44;A61;1;0;1;
24;7721;1;30;1;A32;A72;A152;A42;A65;0;1;1;
24;2896;2;29;1;A32;A72;A152;A43;A62;1;0;1;0,860666275
12;1158;3;26;1;A32;A73;A152;A43;A63;1;0;1;0,960783005
15;1360;4;31;2;A34;A73;A152;A43;A61;1;0;1;
12;1498;4;23;1;A32;A73;A152;A43;A61;1;1;1;0,860275269
36;2348;3;46;2;A34;A73;A152;A42;A61;1;0;1;
12;707;4;30;2;A32;A73;A152;A43;A61;1;0;1;
9;1980;2;19;2;A32;A72;A151;A42;A61;1;1;0;
15;2708;2;27;2;A32;A72;A152;A42;A61;1;0;1;0,537605464
15;1262;4;36;2;A32;A74;A152;A44;A63;1;0;1;
36;3342;4;51;1;A34;A75;A152;A43;A65;1;0;1;
8;760;4;44;1;A32;A74;A152;A43;A61;1;1;1;
4;1544;2;42;3;A34;A74;A152;A43;A61;1;0;1;0,99107939
18;1943;4;23;1;A32;A72;A152;A45;A61;1;1;0;
48;10222;4;37;1;A32;A74;A152;A43;A65;0;0;1;0,725204945
6;428;2;49;1;A32;A75;A152;A42;A61;1;1;1;0,974983633
12;1289;4;21;1;A32;A73;A152;A42;A61;1;0;1;0,686437726
12;3059;2;61;1;A32;A74;A152;A43;A64;1;0;1;
42;5954;2;41;2;A34;A74;A152;A49;A61;0;1;1;
36;10974;4;26;2;A32;A71;A152;A42;A61;0;1;0;
27;8318;2;42;2;A30;A75;A153;A49;A61;0;1;0;
30;2991;2;25;1;A32;A75;A152;A43;A65;1;1;1;0,807431757
30;2150;4;24;1;A32;A73;A152;A40;A61;1;1;0;
24;3149;4;22;1;A32;A72;A153;A42;A61;1;0;1;
6;1203;3;43;1;A32;A75;A152;A40;A62;1;0;1;
8;1414;4;33;1;A32;A73;A152;A43;A61;1;0;1;
24;2303;4;45;1;A32;A75;A152;A40;A61;1;0;0;
11;1577;4;20;1;A32;A72;A152;A42;A64;1;1;1;
24;1935;4;31;2;A34;A75;A152;A49;A61;1;0;0;
36;3249;2;39;1;A32;A74;A153;A40;A61;1;0;1;
48;8358;1;30;2;A30;A72;A152;A40;A63;0;1;1;0,770951033
24;3062;4;32;1;A32;A75;A151;A42;A63;1;0;1;
9;1980;2;19;2;A32;A72;A151;A42;A61;1;1;0;
6;2108;2;29;1;A32;A74;A151;A43;A61;1;0;1;
6;1361;2;40;1;A34;A72;A152;A40;A61;1;0;1;
7;2415;3;34;1;A32;A73;A152;A43;A61;1;0;1;0,973621845
36;909;4;36;1;A32;A75;A152;A40;A63;1;0;1;
12;2028;4;30;1;A32;A73;A152;A41;A65;1;0;1;
24;4169;4;28;1;A32;A73;A152;A42;A61;1;0;1;
12;1386;2;26;1;A32;A73;A152;A40;A63;1;1;0;
24;2996;2;20;1;A32;A73;A152;A42;A65;1;0;0;0,816740394
18;2473;4;25;1;A32;A71;A152;A42;A61;1;0;0;
45;11816;2;29;2;A30;A75;A151;A49;A61;0;0;0;
21;3599;1;26;1;A32;A74;A151;A42;A61;1;1;1;0,903359115
6;1323;2;28;2;A34;A75;A152;A40;A62;1;0;1;0,945845604
12;888;4;41;1;A32;A75;A152;A40;A61;1;0;0;
12;759;4;26;1;A32;A74;A152;A40;A61;1;0;0;
12;5801;2;49;1;A34;A75;A151;A42;A65;0;0;1;
18;3104;3;31;1;A30;A74;A152;A49;A61;1;0;1;
6;672;1;54;1;A32;A71;A152;A40;A61;1;1;1;0,908012688
36;6887;4;29;1;A33;A73;A152;A46;A61;0;0;0;
12;976;4;35;2;A34;A75;A152;A43;A65;1;0;1;
36;2394;4;25;1;A32;A73;A152;A43;A65;1;1;1;0,311896652
12;2251;1;46;1;A32;A73;A152;A42;A61;1;1;1;
24;1381;4;35;1;A32;A73;A152;A40;A65;1;1;0;
22;2675;3;40;1;A32;A75;A152;A43;A63;1;0;1;0,938190401
48;5096;2;30;1;A34;A73;A152;A42;A61;0;1;0;0,365901589
11;1322;4;40;2;A34;A73;A152;A40;A64;1;1;1;0,966035187
36;4455;2;30;2;A33;A73;A152;A49;A61;1;0;0;
18;1131;4;33;1;A32;A71;A152;A42;A61;1;1;0;0,094564855
12;618;4;56;1;A34;A75;A152;A43;A61;1;0;1;
9;1138;4;25;2;A34;A73;A152;A43;A61;1;0;1;
15;3343;4;28;1;A34;A73;A153;A42;A61;1;0;1;
36;2273;3;32;2;A32;A74;A152;A46;A61;1;0;1;
10;1225;2;37;1;A32;A73;A152;A44;A61;1;0;1;
12;2121;4;30;2;A34;A73;A152;A40;A61;1;0;1;
36;11054;4;30;1;A34;A73;A152;A41;A65;0;0;1;
24;2064;3;34;1;A33;A71;A152;A42;A61;1;1;0;0,297550738
24;2303;4;45;1;A32;A75;A152;A40;A61;1;0;0;
30;5771;4;25;2;A34;A74;A152;A43;A61;0;1;1;
10;1364;2;64;1;A32;A73;A152;A40;A61;1;1;1;
60;15653;2;21;2;A33;A74;A152;A43;A61;0;0;1;
36;9566;2;31;2;A34;A73;A152;A43;A61;0;1;1;
18;6361;2;41;1;A34;A75;A152;A42;A61;0;0;1;
18;3114;1;26;1;A30;A72;A151;A42;A61;1;1;0;
24;2679;4;29;1;A32;A72;A152;A41;A61;1;1;1;
36;8335;3;47;1;A32;A75;A153;A41;A65;0;0;0;0,217226058
18;1169;4;29;2;A34;A73;A152;A43;A65;1;0;1;
18;1239;4;61;1;A32;A73;A153;A46;A65;1;0;1;
12;1498;4;23;1;A32;A73;A152;A43;A61;1;1;1;
6;1169;4;67;2;A34;A75;A152;A43;A65;1;0;1;0,966621459
18;1126;4;21;1;A32;A72;A151;A43;A65;1;1;1;
24;1193;1;29;2;A31;A71;A151;A40;A61;1;1;0;
24;3758;1;23;1;A32;A71;A151;A43;A63;1;1;1;
18;3244;1;33;2;A30;A73;A152;A42;A61;1;1;1;
24;1207;4;24;1;A32;A72;A151;A40;A61;1;1;0;
24;4591;2;54;3;A32;A73;A152;A49;A64;1;0;0;0,412694514
15;6850;1;34;1;A31;A71;A152;A40;A62;0;0;0;
36;3446;4;42;1;A32;A75;A152;A42;A61;1;0;0;0,643613338
24;3235;3;26;1;A32;A75;A152;A43;A63;1;0;1;
8;731;4;47;2;A34;A75;A152;A40;A61;1;0;1;
30;1867;4;58;1;A32;A75;A152;A43;A65;1;0;1;
12;522;4;42;2;A34;A75;A152;A43;A63;1;0;1;0,898851097
42;7174;4;30;1;A32;A74;A152;A43;A65;0;1;0;
18;1984;4;47;2;A32;A73;A153;A42;A61;1;0;1;0,534722626
36;9566;2;31;2;A34;A73;A152;A43;A61;0;1;1;0,811399579
12;1331;2;22;1;A32;A72;A152;A43;A61;1;0;0;
36;9857;1;31;2;A33;A74;A152;A49;A62;0;0;1;
36;5742;2;31;2;A32;A74;A152;A49;A62;0;0;1;
24;2064;3;34;1;A33;A71;A152;A42;A61;1;1;0;0,297550738
36;8335;3;47;1;A32;A75;A153;A41;A65;0;0;0;
48;3931;4;46;1;A32;A74;A153;A40;A61;1;0;0;
36;5371;3;28;2;A34;A73;A152;A42;A61;1;0;1;0,444099516
30;3832;2;22;1;A32;A72;A152;A42;A61;1;0;1;
12;795;4;53;1;A32;A72;A152;A46;A61;1;1;0;
27;5293;2;50;2;A30;A71;A152;A49;A61;1;0;0;0,620854557
27;5117;3;26;2;A33;A74;A152;A49;A61;1;0;1;0,842441857
21;12680;4;30;1;A34;A75;A153;A40;A65;0;0;0;0,168023735
9;1478;4;22;1;A32;A74;A152;A43;A61;1;0;0;
30;4530;4;26;1;A34;A74;A151;A43;A61;1;1;1;
48;10961;1;27;2;A32;A74;A152;A43;A64;0;0;0;0,600896358
30;4221;2;28;2;A30;A73;A152;A49;A61;1;1;1;
15;2631;2;28;2;A32;A73;A151;A40;A62;1;1;0;
12;1884;4;39;1;A32;A75;A152;A40;A61;1;0;1;0,299513519
18;1887;4;28;2;A34;A73;A152;A49;A65;1;0;1;0,953368783
36;2299;4;39;1;A32;A75;A152;A43;A63;1;0;1;0,914916515
12;2141;3;35;1;A32;A74;A152;A43;A62;1;0;1;
48;10127;2;44;1;A34;A73;A153;A40;A63;0;0;0;0,420246899
26;7966;2;30;2;A32;A72;A152;A41;A61;0;0;1;0,829072118
27;3416;3;27;1;A32;A73;A152;A43;A61;1;0;1;
24;1381;4;35;1;A32;A73;A152;A40;A65;1;1;0;0,119753689
15;2687;2;26;1;A32;A74;A151;A49;A61;1;0;1;0,821779311
10;2146;1;23;2;A34;A72;A151;A42;A61;1;1;1;0,946239173
24;1553;3;23;2;A33;A74;A151;A43;A62;1;1;1;0,917285979
12;795;4;53;1;A32;A72;A152;A46;A61;1;1;0;
15;3812;1;23;1;A32;A72;A152;A41;A62;1;1;1;
14;3973;1;22;1;A32;A71;A153;A40;A61;1;0;1;0,811725795
24;3092;3;22;1;A32;A72;A151;A43;A62;1;0;0;
24;4113;3;28;1;A32;A72;A151;A41;A63;1;1;0;
15;1514;4;22;1;A32;A73;A152;A45;A62;1;0;1;
48;4308;3;24;1;A32;A72;A151;A49;A61;1;1;0;
6;1068;4;28;1;A32;A75;A152;A43;A61;1;0;1;
36;3990;3;29;1;A31;A72;A152;A44;A65;1;1;1;
12;836;4;23;1;A32;A72;A152;A40;A62;1;1;0;0,109342389
15;3568;4;54;1;A32;A75;A151;A43;A61;1;1;1;
36;4463;4;26;2;A33;A73;A152;A43;A61;1;0;0;
24;7393;1;43;1;A32;A73;A152;A40;A61;0;0;1;
15;1053;4;27;1;A32;A72;A152;A43;A61;1;0;1;
48;3609;1;27;1;A31;A73;A152;A49;A61;1;1;1;
10;2146;1;23;2;A34;A72;A151;A42;A61;1;1;1;0,946239173
36;6948;2;35;1;A32;A73;A151;A41;A61;0;0;1;0,909903347
24;3868;4;41;2;A34;A75;A151;A41;A61;1;1;1;
24;3758;1;23;1;A32;A71;A151;A43;A63;1;1;1;0,867527485
30;4530;4;26;1;A34;A74;A151;A43;A61;1;1;1;
12;1108;4;28;2;A30;A74;A152;A45;A61;1;0;0;
12;1386;2;26;1;A32;A73;A152;A40;A63;1;1;0;0,306293547
12;926;1;38;1;A34;A71;A152;A40;A61;1;1;1;
36;2746;4;31;1;A31;A75;A152;A42;A61;1;0;0;
6;338;4;52;2;A34;A75;A152;A43;A63;1;0;1;0,961263597
18;3049;1;45;1;A32;A72;A152;A42;A61;1;1;1;0,778507411
24;1987;2;21;1;A32;A73;A151;A43;A61;1;0;0;
36;7409;3;37;2;A32;A75;A152;A49;A65;0;0;1;
30;2333;4;30;1;A32;A75;A152;A43;A63;1;0;1;
30;4280;4;26;2;A30;A73;A151;A49;A62;1;1;0;
30;2503;4;41;2;A33;A75;A152;A49;A62;1;0;1;
9;1366;3;22;1;A32;A72;A151;A43;A61;1;1;0;
36;5493;2;42;1;A32;A75;A153;A41;A61;0;0;1;
28;4006;3;45;1;A32;A73;A152;A40;A61;1;0;0;
21;2288;4;23;1;A34;A72;A152;A42;A61;1;1;1;
9;936;4;52;2;A34;A75;A152;A46;A63;1;0;1;0,954162657
30;1867;4;58;1;A32;A75;A152;A43;A65;1;0;1;0,948934555
9;790;4;66;1;A32;A73;A152;A43;A63;1;1;1;0,86075604
36;3620;1;37;1;A32;A73;A152;A42;A61;1;0;1;0,779195905
24;1987;2;21;1;A32;A73;A151;A43;A61;1;0;0;0,265491039
18;976;1;23;1;A32;A72;A152;A40;A61;1;1;0;0,345421046
24;6872;2;55;1;A31;A72;A152;A42;A61;0;0;0;
15;3594;1;46;2;A33;A72;A152;A41;A61;1;1;1;
21;5003;1;29;2;A30;A73;A152;A40;A65;0;1;0;
24;2022;4;37;1;A34;A73;A152;A40;A61;1;1;1;
30;2150;4;24;1;A32;A73;A152;A40;A61;1;1;0;
9;1449;3;27;2;A32;A74;A152;A49;A61;1;1;1;0,806962371
24;2718;3;20;1;A32;A73;A151;A40;A61;1;1;0;
30;2181;4;36;2;A34;A75;A152;A40;A65;1;0;1;0,962932646
60;7418;1;27;1;A33;A73;A152;A43;A65;0;0;1;0,888050139
9;1206;4;25;1;A32;A75;A152;A43;A61;1;1;1;
48;3931;4;46;1;A32;A74;A153;A40;A61;1;0;0;
18;1817;4;28;2;A34;A73;A152;A42;A61;1;1;1;
15;1512;3;61;2;A33;A73;A152;A45;A64;1;0;0;
30;5234;4;28;2;A34;A71;A152;A40;A61;1;0;0;
8;731;4;47;2;A34;A75;A152;A40;A61;1;0;1;
12;1258;2;22;2;A34;A72;A151;A42;A61;1;1;1;
6;1595;3;51;1;A32;A74;A152;A43;A61;1;0;1;0,976574481
6;666;3;39;2;A34;A74;A152;A40;A64;1;1;1;
